deck,"Abdel Adrian, Gorion's Ward",Abrupt Decay,Abundant Growth,Acererak the Archlich,Ad Nauseam,Aether Channeler,Aether Spellbomb,Aether Vial,"Aeve, Progenitor Ooze",Agadeem's Awakening,Allosaurus Shepherd,Aluren,Ancient Den,Ancient Tomb,Anger,Animate Dead,Anje's Ravager,Anointed Peacekeeper,Archivist of Oghma,Archon of Cruelty,Argothian Enchantress,Arid Mesa,Ashen Rider,Assassin's Trophy,Aurora Phoenix,Aven Mindcensor,Badlands,Baleful Strix,Balustrade Spy,Baneslayer Angel,Barbarian Ring,Basking Rootwalla,Batterskull,Bayou,Berserk,Birchlore Rangers,Birds of Paradise,Blast Zone,Blazing Rootwalla,Blighted Agent,Blood Moon,Blood Sun,Bloodghast,Bloodstained Mire,Blossoming Defense,Boarding Party,Bojuka Bog,Bonecrusher Giant,"Boseiju, Who Endures",Brain Freeze,Brainstorm,Brazen Borrower,Breakthrough,Breeding Pool,Breya's Apprentice,Bridge from Below,Burning Inquiry,Burning Wish,Cabal Ritual,Cabal Therapy,Careful Study,Carpet of Flowers,Cathar Commando,Cavern Harpy,Cavern of Souls,Caves of Chaos Adventurer,Cephalid Illusionist,Chain Lightning,Chain of Smog,Chalice of the Void,Chancellor of the Annex,"Chandra, Awakened Inferno","Chandra, Torch of Defiance",Children of Korlis,Chrome Mox,City of Traitors,Cloudpost,Collected Company,Collective Brutality,Collector Ouphe,Colossus Hammer,Consider,Containment Construct,Counterbalance,Counterspell,Cranial Plating,Craterhoof Behemoth,Creative Technique,Crop Rotation,Crucible of Worlds,Crystal Vein,Cunning Wish,Dance of the Dead,Dark Confidant,Dark Depths,Dark Ritual,Dauthi Voidwalker,Day's Undoing,Daze,Dead / Gone,Death's Shadow,Deep Analysis,Delver of Secrets,Den of the Bugbear,Deputy of Detention,Destiny Spinner,Devoted Druid,Dismember,Displacer Kitten,Doomsday,Dragon's Rage Channeler,Drawn from Dreams,Dread Return,Dress Down,Dryad Arbor,Duress,Dwarven Ruins,Echo of Eons,Edge of Autumn,Eidolon of the Great Revel,"Eiganjo, Seat of the Empire",Eladamri's Call,Elvish Mystic,Elvish Reclaimer,Elvish Spirit Guide,Elvish Visionary,Emeria's Call,Emperor Mihail II,Empty the Warrens,"Emrakul, the Aeons Torn","Emry, Lurker of the Loch",Enchantress's Presence,Endurance,Engineered Explosives,Enlightened Tutor,Ensnaring Bridge,Entomb,Entreat the Angels,Esper Sentinel,Eternal Witness,Ethersworn Canonist,Eureka,Exhume,Expedition Map,Exploration,Expressive Iteration,Exquisite Firecraft,Extraction Specialist,Eye of Ugin,Fable of the Mirror-Breaker,Faithless Looting,Fatal Push,Field of Ruin,Field of the Dead,Fiend Artisan,Fiery Islet,Fireblast,Flagstones of Trokair,Flickerwisp,Flooded Strand,Flusterstorm,Food Chain,Forbidden Orchard,Force of Negation,Force of Will,Forest,Fury,Fyndhorn Elves,Gaea's Cradle,Galvanic Relay,Gamble,Ghost Quarter,Giver of Runes,Glacial Chasm,Glimmerpost,Glimpse of Nature,Glistener Elf,Gloomshrieker,Goblin Chieftain,Goblin Engineer,Goblin Guide,Goblin Lackey,Goblin Matron,Goblin Rabblemaster,Goblin Ringleader,Goblin Trashmaster,Goblin Welder,Grand Abolisher,Grave Titan,Gravecrawler,Great Furnace,Green Sun's Zenith,Grief,Grindstone,Griselbrand,"Grist, the Hunger Tide",Grove of the Burnwillows,Gurmag Angler,Hammer of Nazahn,Harbinger of the Tides,Helm of Obedience,Heritage Druid,Hexdrinker,Hickory Woodlot,Hive Mind,Hollow One,Horizon Canopy,Hullbreacher,Hymn to Tourach,Ice-Fang Coatl,Ignoble Hierarch,Impulse,Infernal Tutor,Ingenious Smith,Inkmoth Nexus,Intuition,Invigorate,"Iona, Shield of Emeria",Island,"Jace, Wielder of Mysteries","Jace, the Mind Sculptor",Jet Medallion,Jetmir's Garden,Kaldra Compleat,Kappa Cannoneer,Karakas,Karn's Sylex,"Karn, the Great Creator",Ketria Triome,Knight of Autumn,Knight of the Reliquary,Kolaghan's Command,"Kozilek, Butcher of Truth","Laelia, the Blade Reforged",Lake of the Dead,Lava Spike,Leaf-Crowned Visionary,Ledger Shredder,Legion Warboss,"Leovold, Emissary of Trest",Let the Galaxy Burn,Leyline Binding,Leyline of the Void,Life from the Loam,Light Up the Stage,Lightning Bolt,Liliana of the Veil,Lion Sash,Lion's Eye Diamond,Living Wish,Llanowar Elves,Lord of Atlantis,Lose Focus,Lotleth Troll,Lotus Field,Lotus Petal,Maddening Hex,Maelstrom Wanderer,Magus of the Moon,Mana Confluence,Manabond,March of Otherworldly Light,Marsh Flats,Massacre Wurm,Master of the Pearl Trident,Maze of Ith,Memory's Journey,Merfolk Trickster,"Minsc & Boo, Timeless Heroes",Mirri's Guile,Mishra's Bauble,Misty Rainforest,Monastery Mentor,Monastery Swiftspear,Mother of Runes,Mountain,Mox Amber,Mox Diamond,Mox Opal,Mulch,Murktide Regent,"Muxus, Goblin Grandee",Mystic Sanctuary,Narcomoeba,"Narset, Parter of Veils",Natural Order,Nettle Sentinel,Nettlecyst,Nimble Mongoose,Noble Hierarch,Nomads en-Kor,Nurturing Peatland,"Oboro, Palace in the Clouds","Omnath, Locus of Creation",Omniscience,Once Upon a Time,Opposition Agent,Ornithopter,"Otawara, Soaring City",Outland Liberator,Overgrown Tomb,Pact of Negation,Pact of the Titan,Painter's Servant,Pair o' Dice Lost,Paladin Class,Paradise Mantle,Parasitic Strix,Pashalik Mons,Past in Flames,Pendelhaven,Personal Tutor,Phyrexian Furnace,Pithing Needle,Plague Engineer,Plains,Plateau,Polluted Delta,Ponder,Preordain,Price of Progress,Primeval Titan,Prismatic Ending,Prismatic Vista,Professional Face-Breaker,Progenitus,Punishing Fire,Puresteel Paladin,Putrid Imp,Pyroblast,Pyrostatic Pillar,Questing Beast,Quirion Ranger,Rain of Filth,Ramunap Excavator,Razortide Bridge,Reanimate,Reclamation Sage,Recruiter of the Guard,Red Elemental Blast,Regal Force,Retrofitter Foundry,Riddlesmith,Rift Bolt,Rishadan Port,Rite of Flame,Roiling Vortex,Rotting Regisaur,Sacred Foundry,"Sai, Master Thopterist",Sanctum Prelate,Sandstone Needle,Saprazzan Skerry,Savannah,Scalding Tarn,Scale Up,Scavenging Ooze,Scrubland,Scryb Ranger,Searing Blaze,Seasoned Dungeoneer,Seat of the Synod,Sejiri Steppe,Serra Paragon,Serra's Emissary,Serra's Sanctum,Shadowspear,Shallow Grave,Shaman en-Kor,Shardless Agent,Shark Typhoon,Shatterskull Smashing,"Sheoldred, the Apocalypse",Show and Tell,Shuko,Sigarda's Aid,Silvergill Adept,Simian Spirit Guide,Skewer the Critics,Skyclave Apparition,Slaughter Pact,Sling-Gang Lieutenant,Smuggler's Copter,Snapcaster Mage,Sneak Attack,Snow-Covered Forest,Snow-Covered Island,Snow-Covered Mountain,Snow-Covered Plains,Snow-Covered Swamp,Snuff Out,"Sokenzan, Crucible of Defiance",Solitude,Soul-Guide Lantern,Spara's Headquarters,Spell Pierce,Spellskite,Sphere of Resistance,Spirit of the Labyrinth,"Squee, Dubious Monarch",Steam Vents,Steelshaper's Gift,Step Through,Stifle,Stingscourger,Stomping Ground,Stoneforge Mystic,Street Wraith,Stubborn Denial,Sudden Edict,Sudden Substitution,Sulfur Vent,Summoner's Pact,Sunbaked Canyon,Supreme Verdict,Swamp,Swift Reconfiguration,Sword of Fire and Ice,Swords to Plowshares,Sylvan Library,Sylvan Safekeeper,"Sythis, Harvest's Hand",Taiga,Tarmogoyf,Tear Asunder,"Teferi, Time Raveler",Temple Garden,Tendrils of Agony,Terminus,"Thalia, Guardian of Thraben","Thalia, Heretic Cathar",Thassa's Oracle,The Tabernacle at Pendrell Vale,The Wandering Emperor,Thespian's Stage,Thought Monitor,Thought Scour,Thoughtcast,Thoughtseize,Throes of Chaos,Tide Shaper,Timeless Dragon,Tinder Farm,Tower of the Magistrate,Trinisphere,Tropical Island,True-Name Nemesis,Tundra,Turntimber Symbiosis,Twinshot Sniper,"Ulamog, the Ceaseless Hunger",Umezawa's Jitte,Unburial Rites,Undercity Informer,Underground Sea,Unholy Heat,Unknown Card,Unlicensed Hearse,Unmask,"Urborg, Tomb of Yawgmoth","Uro, Titan of Nature's Wrath",Urza's Bauble,Urza's Saga,"Urza, Lord High Artificer",Utopia Sprawl,Veil of Summer,Vendilion Clique,Vengevine,Verdant Catacombs,Vesuva,"Vilis, Broker of Blood",Vines of Vastwood,Vodalian Hexcatcher,Volcanic Island,Wasteland,Watery Grave,White Plume Adventurer,Wild Cantor,Wild Growth,Winding Way,Windswept Heath,Wirewood Symbiote,Wishclaw Talisman,Witherbloom Apprentice,Wooded Foothills,Wurmcoil Engine,"Yavimaya, Cradle of Growth",Young Pyromancer,Zagoth Triome,Ziatora's Proving Ground
4c Control 1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4c Control 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4c Control 11,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4c Control 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
